ts_utc,site_id,endpoint_id,state,status_code,error_type,error_detail,latency_ms,attempts,slow
2026-04-04T00:21:25+00:00,1,1,UP,301,,,83,1,0
2026-04-04T00:21:25+00:00,2,2,UP,200,,,131,1,0
2026-04-04T00:21:25+00:00,3,3,UP,301,,,159,1,0
2026-04-04T00:21:25+00:00,4,4,UP,301,,,1946,1,0
2026-04-04T00:21:25+00:00,5,5,UP,301,,,213,1,0
2026-04-04T00:21:25+00:00,6,6,UP,200,,,454,1,0
2026-04-04T00:21:25+00:00,7,7,UP,301,,,1468,1,0
2026-04-04T00:21:25+00:00,8,8,UP,301,,,954,1,0
2026-04-04T00:21:25+00:00,9,9,UP,200,,,1178,1,0
2026-04-04T00:21:25+00:00,10,10,UP,200,,,1379,1,0
2026-04-04T00:21:25+00:00,11,11,UP,200,,,2341,1,1
2026-04-04T00:21:25+00:00,12,12,UP,200,,,169,1,0
2026-04-04T00:21:25+00:00,13,13,UP,301,,,182,1,0
2026-04-04T00:21:25+00:00,14,14,UP,200,,,61,1,0
2026-04-04T00:21:25+00:00,15,15,UP,301,,,233,1,0
2026-04-04T00:21:25+00:00,16,16,UP,200,,,72,1,0
2026-04-04T00:21:25+00:00,17,17,UP,200,,,117,1,0
2026-04-04T00:21:25+00:00,18,18,UP,200,,,1010,1,0
2026-04-04T00:21:25+00:00,19,19,UP,200,,,118,1,0
2026-04-04T00:21:25+00:00,20,20,UP,301,,,206,1,0
2026-04-04T00:21:25+00:00,21,21,UP,200,,,745,1,0
2026-04-04T00:21:25+00:00,22,22,UP,200,,,60,1,0
2026-04-04T00:21:25+00:00,23,23,UP,200,,,1193,1,0
2026-04-04T00:21:25+00:00,24,24,UP,200,,,1318,1,0
2026-04-04T00:21:25+00:00,25,25,UP,200,,,79,1,0
2026-04-04T00:21:25+00:00,26,26,UP,200,,,1677,1,0
2026-04-04T00:21:25+00:00,27,27,UP,200,,,1246,1,0
2026-04-04T00:21:25+00:00,28,28,UP,200,,,592,1,0
