ts_utc,site_id,endpoint_id,state,status_code,error_type,error_detail,latency_ms,attempts,slow
2026-04-02T00:31:08+00:00,1,1,UP,301,,,96,1,0
2026-04-02T00:31:08+00:00,2,2,UP,200,,,152,1,0
2026-04-02T00:31:08+00:00,3,3,UP,301,,,172,1,0
2026-04-02T00:31:08+00:00,4,4,UP,301,,,1058,1,0
2026-04-02T00:31:08+00:00,5,5,UP,301,,,186,1,0
2026-04-02T00:31:08+00:00,6,6,UP,200,,,506,1,0
2026-04-02T00:31:08+00:00,7,7,UP,301,,,1847,1,0
2026-04-02T00:31:08+00:00,8,8,UP,301,,,1177,1,0
2026-04-02T00:31:08+00:00,9,9,UP,200,,,3238,1,1
2026-04-02T00:31:08+00:00,10,10,UP,200,,,1100,2,0
2026-04-02T00:31:08+00:00,11,11,UP,200,,,2218,1,1
2026-04-02T00:31:08+00:00,12,12,UP,200,,,116,1,0
2026-04-02T00:31:08+00:00,13,13,UP,301,,,147,1,0
2026-04-02T00:31:08+00:00,14,14,UP,200,,,159,1,0
2026-04-02T00:31:08+00:00,15,15,UP,301,,,321,1,0
2026-04-02T00:31:08+00:00,16,16,UP,200,,,55,1,0
2026-04-02T00:31:08+00:00,17,17,UP,200,,,108,1,0
2026-04-02T00:31:08+00:00,18,18,UP,200,,,1089,1,0
2026-04-02T00:31:08+00:00,19,19,UP,200,,,108,1,0
2026-04-02T00:31:08+00:00,20,20,UP,301,,,162,1,0
2026-04-02T00:31:08+00:00,21,21,UP,200,,,758,1,0
2026-04-02T00:31:08+00:00,22,22,UP,200,,,72,1,0
2026-04-02T00:31:08+00:00,23,23,UP,200,,,99,1,0
2026-04-02T00:31:08+00:00,24,24,UP,200,,,1589,1,0
2026-04-02T00:31:08+00:00,25,25,UP,200,,,129,1,0
2026-04-02T00:31:08+00:00,26,26,UP,200,,,1622,1,0
2026-04-02T00:31:08+00:00,27,27,UP,200,,,1311,1,0
2026-04-02T00:31:08+00:00,28,28,UP,200,,,573,1,0
2026-04-02T00:31:08+00:00,29,29,UP,200,,,59,1,0
