ts_utc,site_id,endpoint_id,state,status_code,error_type,error_detail,latency_ms,attempts,slow
2026-03-30T18:00:21+00:00,1,1,REVIEW,301,http_301,,101,1,0
2026-03-30T18:00:21+00:00,2,2,UP,200,,,97,1,0
2026-03-30T18:00:21+00:00,3,3,REVIEW,301,http_301,,315,1,0
2026-03-30T18:00:21+00:00,4,4,DOWN,,timeout,ConnectTimeout: _ssl.c:989: The handshake operation timed out,10029,3,0
2026-03-30T18:00:21+00:00,5,5,REVIEW,301,http_301,,230,1,0
2026-03-30T18:00:21+00:00,6,6,UP,200,,,829,1,0
2026-03-30T18:00:21+00:00,7,7,REVIEW,301,http_301,,10148,2,1
2026-03-30T18:00:21+00:00,8,8,REVIEW,301,http_301,,1120,1,0
2026-03-30T18:00:21+00:00,9,9,UP,200,,,1238,1,0
2026-03-30T18:00:21+00:00,10,10,UP,200,,,1297,1,0
2026-03-30T18:00:21+00:00,11,11,UP,200,,,2210,1,1
2026-03-30T18:00:21+00:00,12,12,UP,200,,,150,1,0
2026-03-30T18:00:21+00:00,13,13,REVIEW,301,http_301,,145,1,0
2026-03-30T18:00:21+00:00,14,14,DOWN,403,http_403,,53,3,0
2026-03-30T18:00:21+00:00,15,15,DOWN,403,http_403,,54,3,0
2026-03-30T18:00:21+00:00,16,16,UP,200,,,103,1,0
2026-03-30T18:00:21+00:00,17,17,UP,200,,,82,1,0
2026-03-30T18:00:21+00:00,18,18,UP,200,,,1045,1,0
2026-03-30T18:00:21+00:00,19,19,UP,200,,,138,1,0
2026-03-30T18:00:21+00:00,20,20,REVIEW,301,http_301,,160,1,0
2026-03-30T18:00:21+00:00,21,21,UP,200,,,746,1,0
2026-03-30T18:00:21+00:00,22,22,UP,200,,,128,1,0
2026-03-30T18:00:21+00:00,23,23,UP,200,,,196,1,0
2026-03-30T18:00:21+00:00,24,24,UP,200,,,1510,1,0
2026-03-30T18:00:21+00:00,25,25,UP,200,,,118,1,0
2026-03-30T18:00:21+00:00,26,26,UP,200,,,1492,1,0
2026-03-30T18:00:21+00:00,27,27,UP,200,,,1239,1,0
2026-03-30T18:00:21+00:00,28,28,UP,200,,,927,1,0
2026-03-30T18:00:21+00:00,29,29,UP,200,,,82,1,0
2026-03-30T18:00:21+00:00,30,30,REVIEW,301,http_301,,77,1,0
2026-03-30T18:00:21+00:00,31,31,REVIEW,301,http_301,,220,1,0
